Rule,Entropy across targets,Length Following Antecedent,Majority Class
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '10 months'), ('Color', 'Black/Tan')]",[0.68836442 0.61452374],31,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '10 months'), ('Color', 'Black')]",[0.68700509 0.91695606],40,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '10 months'), ('Color', 'Tan/White')]",[0.92541274 0.65974685],35,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Tan')]",[0.91676967 0.88124175],235,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Brown')]",[1.03434022 0.77545993],182,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Red')]",[0.92781857 0.8184191 ],92,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Black/White')]",[0.98759084 0.912166  ],708,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Brown Tabby')]",[1.09411801 1.28686727],278,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Blue/White')]",[0.8070273  0.75316993],291,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Blue')]",[1.012218   1.12366863],104,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'White/Black')]",[0.94137132 0.85845265],210,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Orange Tabby')]",[0.73039122 0.98704258],48,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Black/Tan')]",[0.98477661 0.81935064],171,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Black')]",[1.10887634 1.09883773],425,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Brown/White')]",[0.93403533 0.80903036],346,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'White/Blue')]",[0.90169441 0.70291893],32,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Brown Tabby/White')]",[0.94410576 1.21347917],136,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Torbie')]",[0.74408369 1.07424823],109,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Brown Brindle')]",[0.90689461 0.68101313],93,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Brown/Black')]",[0.83151706 0.62177251],137,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Tricolor')]",[0.97201278 0.79119372],146,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Black/Brown')]",[0.92187632 0.66910422],205,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'White')]",[1.03916794 0.84316274],342,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Orange Tabby/White')]",[0.88932274 0.97524574],39,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Blue Tabby')]",[0.7603044  1.01133029],64,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Tortie')]",[1.01022953 1.16125802],179,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Tan/Black')]",[0.95448127 0.90690632],89,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Brown Brindle/White')]",[1.08810708 0.86509144],195,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Buff')]",[0.83282284 0.90169441],32,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Tan/White')]",[1.0645601  0.89877964],277,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Chocolate/White')]",[0.81897489 0.78215421],66,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Gray/White')]",[1.05411046 0.72423121],50,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Red/White')]",[1.07144221 0.87803235],89,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Brown/Tan')]",[1.13910006 0.93298233],39,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Calico')]",[1.04763347 1.29676565],205,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'White/Brown')]",[1.03972672 0.88117774],185,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Fawn/White')]",[1.01758057 0.67239588],55,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Cream')]",[0.82294418 0.4104826 ],47,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Yellow')]",[0.97570644 0.76278978],40,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Lynx Point')]",[0.72806    1.02352856],34,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'White/Tan')]",[0.99206039 0.82524624],122,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'Sable')]",[0.88824581 0.80307725],43,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '2 years'), ('Color', 'White/Brown Brindle')]",[0.99601351 0.65234774],40,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Tan')]",[0.84334722 0.92600461],34,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Black/White')]",[0.25104124 0.72858719],295,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Brown Tabby')]",[0.28210621 0.9388733 ],426,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Blue/White')]",[0.19567003 0.71709962],50,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Blue')]",[0.19340471 0.80501175],75,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'White/Black')]",[0.42480309 0.89839269],81,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Orange Tabby')]",[0.17692035 0.82740285],70,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Black')]",[0.25958348 0.86570613],316,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Brown/White')]",[0.44523765 0.56914882],59,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Brown Tabby/White')]",[0.28003787 0.89064641],177,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Torbie')]",[0.1860053  0.86108029],173,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Brown/Black')]",[0.62638124 0.38873439],30,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Tricolor')]",[0.24267348 0.5939732 ],38,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Black/Brown')]",[0.45521966 0.93410362],38,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Cream Tabby')]",[0.14250587 0.81329346],31,['Adoption' 'Foster']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Orange Tabby/White')]",[0.1654435  0.80699119],51,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Blue Tabby')]",[0.28367554 0.93649108],117,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Tortie')]",[0.15099274 0.85745688],230,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Tan/White')]",[0.39830711 0.87612788],44,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Calico')]",[0.06718844 0.65345196],185,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Torbie/White')]",[0.12425084 0.77443855],37,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'White/Brown')]",[0.50040242 0.86085139],30,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '3 months'), ('Color', 'Blue Tabby/White')]",[0.         0.61549828],36,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Tan')]",[0.74641084 0.75741953],34,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Black/White')]",[0.59461836 0.85357237],169,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Brown Tabby')]",[0.32961738 0.97996482],81,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Blue/White')]",[0.27064079 0.50114684],33,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'White/Black')]",[0.46365504 0.89927949],37,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Black')]",[0.56961472 0.93874727],141,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Brown/White')]",[0.53685487 0.69852905],49,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Brown Tabby/White')]",[0.38131649 0.93526494],40,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Torbie')]",[0.30947729 1.04606668],43,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Brown/Black')]",[0.46435663 0.42584845],36,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'White')]",[0.6915424  0.66607816],35,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Tortie')]",[0.36466459 0.87117819],52,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Brown Brindle/White')]",[0.60724941 0.53858987],37,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Tan/White')]",[0.50083648 0.43770232],43,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '5 months'), ('Color', 'Calico')]",[0.2873643  0.67171328],45,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Tan')]",[0.87028412 0.81156613],275,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Brown')]",[0.87778486 0.78628097],198,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Red')]",[0.91227353 0.75565445],110,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Black/White')]",[0.95120769 0.96571365],822,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Brown Tabby')]",[0.88421138 1.21078821],356,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Blue/White')]",[0.94256826 0.85095643],239,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Blue')]",[0.86372655 1.12614665],120,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'White/Black')]",[0.87874056 0.87786871],279,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Orange Tabby')]",[0.91567118 1.41859029],78,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Black/Tan')]",[0.88777354 0.60563852],215,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Black')]",[1.01752556 1.08911361],504,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Brown/White')]",[0.91920621 0.70378482],276,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'White/Blue')]",[1.01827761 0.8349387 ],31,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Brown Tabby/White')]",[0.92152851 1.3224348 ],173,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Torbie')]",[0.84395532 1.14739994],171,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Brown Brindle')]",[0.57756674 0.69154252],92,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Brown/Black')]",[0.74578518 0.63945358],141,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Tricolor')]",[0.7937506  0.47920321],188,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Black/Brown')]",[0.76622484 0.55744747],167,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'White')]",[0.91782191 0.81244325],292,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Orange Tabby/White')]",[0.8894408  1.25339485],56,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Blue Tabby')]",[0.80411159 1.12036695],81,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Tortie')]",[0.96916226 1.23640228],211,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Tan/Black')]",[0.73873308 0.81885735],98,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Brown Brindle/White')]",[0.75726432 0.81635189],191,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Tan/White')]",[0.93852203 0.79615765],326,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Chocolate/White')]",[0.92240979 0.5710558 ],77,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Red/White')]",[0.73926696 0.61791184],110,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Brown/Tan')]",[0.70261801 0.86850065],30,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Calico')]",[0.76645532 1.10934181],243,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Chocolate')]",[0.9136335  0.36933312],33,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'White/Brown')]",[0.88172504 0.8063561 ],206,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Fawn/White')]",[0.69529349 0.60091979],49,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Blue Tabby/White')]",[0.80444777 1.08388207],47,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Cream')]",[0.9081868  0.61026105],47,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Yellow')]",[0.76970446 0.96260887],43,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Black/Tricolor')]",[0.61195176 0.51870044],31,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'Lynx Point')]",[0.47244169 1.07968023],36,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'White/Tan')]",[0.90465508 0.77697215],149,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '1 year'), ('Color', 'White/Brown Brindle')]",[0.84855695 0.73826911],49,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Black/White')]",[0.39572606 0.74398497],232,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Brown Tabby')]",[0.30157253 0.88097874],159,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Blue/White')]",[0.19490869 0.64256684],41,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Blue')]",[0.50478999 0.8392306 ],39,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'White/Black')]",[0.36466459 0.68709203],52,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Orange Tabby')]",[0.22371808 0.80826996],34,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Black/Tan')]",[0.24493003 0.68286902],30,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Black')]",[0.40772351 0.83446687],190,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Brown/White')]",[0.32075321 0.79300755],51,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Brown Tabby/White')]",[0.28447148 0.90015165],86,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Torbie')]",[0.43742111 1.09973604],88,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Tricolor')]",[0.60244026 0.73366487],31,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'White')]",[0.42905505 0.43932046],40,['Adoption' 'none']
"[('Sex upon Outcome', 'Spayed Female'), ('Age upon Outcome', '4 months'), ('Color', 'Blue Tabby')]",[0.22371808 0.76927558],68,['Adoption' 'none']
